"","cand_a_female","picked_cand_a","region","gender","age","college","race","pid","ideo","considerwoman","considerwoman_n","horserace","demnom","favdnc","favmetoo","favblm","favaoc","unfavfb","unfavwallst","longprim","funding","candstrong","candwarm","candhumble","candassert","candcomp","perormot","suppclean","billionbad","sdo","believe","moderate","liberal","progressive","socialist","womenoffend","followmost","urbanicity"
"252",TRUE,FALSE,"Midwest",0,29,0,"White","Democrat","Moderate",FALSE,0,"Biden",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Don't know","The Democratic agenda is too important to be undercut by publicity stunts. Democratic candidates should welcome campaign spending from donors large and small, including Super PACs",1,0,1,1,1,"Motivate base",FALSE,FALSE,1.5,"Presumption of innocence",1,0,0,0,FALSE,FALSE,"City"
"253",FALSE,TRUE,"South",0,74,0,"Black","Democrat","Liberal/Very Liberal",FALSE,0,"Biden",TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Don't know","Don't know",0,0,0,0,0,"Motivate base",FALSE,TRUE,1,"Presumption of innocence",0,1,0,0,FALSE,FALSE,"Suburb"
"254",TRUE,TRUE,"South",0,56,0,"Black","Independent","Moderate",FALSE,0,"Biden",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Don't know","Don't know",1,0,1,0,0,"Persuade Trump voters",FALSE,TRUE,4.75,"Not sure",0,0,0,0,TRUE,FALSE,"City"
"255",TRUE,FALSE,"South",1,60,0,"Black","Democrat","Moderate",TRUE,3,"Biden",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,"Long primary election campaigns among Democrats weaken the eventual nominee","The Democratic agenda is too important to be undercut by wealthy interests. Democratic candidates should refuse help from Super PACs",1,0,0,1,1,"Persuade Trump voters",TRUE,FALSE,3.5,"Presumption of innocence",1,0,0,0,FALSE,TRUE,"City"
"256",FALSE,FALSE,"Midwest",0,35,0,"Black","Democrat","Moderate",TRUE,2,"Bernie",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"Don't know","The Democratic agenda is too important to be undercut by publicity stunts. Democratic candidates should welcome campaign spending from donors large and small, including Super PACs",1,0,0,0,1,"Motivate base",TRUE,TRUE,2.5,"Presumption of innocence",0,1,0,0,FALSE,FALSE,"Suburb"
"257",TRUE,FALSE,"West",0,71,0,"Hispanic","Democrat","Moderate",FALSE,0,"Biden",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,"Long primary election campaigns ensure the strongest Democrats emerge to advance the party’s agenda","The Democratic agenda is too important to be undercut by publicity stunts. Democratic candidates should welcome campaign spending from donors large and small, including Super PACs",1,0,0,1,1,"Persuade Trump voters",TRUE,TRUE,5.5,"Presumption of innocence",1,0,0,0,FALSE,FALSE,"Suburb"
"258",FALSE,FALSE,"West",1,66,0,"Black","Democrat","Liberal/Very Liberal",TRUE,2,"Warren",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,"Don't know","The Democratic agenda is too important to be undercut by wealthy interests. Democratic candidates should refuse help from Super PACs",0,0,0,0,0,"Don't know",TRUE,FALSE,3,"Believe",0,0,1,0,FALSE,TRUE,"Rural or other"
"259",TRUE,FALSE,"Midwest",0,54,0,"Black","Democrat","Liberal/Very Liberal",FALSE,0,"Biden",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"Long primary election campaigns ensure the strongest Democrats emerge to advance the party’s agenda","The Democratic agenda is too important to be undercut by publicity stunts. Democratic candidates should welcome campaign spending from donors large and small, including Super PACs",0,1,0,1,0,"Persuade Trump voters",FALSE,FALSE,4.75,"Presumption of innocence",0,1,0,0,FALSE,FALSE,"City"
"260",FALSE,TRUE,"West",0,82,0,"White","Democrat","Moderate",TRUE,2,"Pete",TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,"Long primary election campaigns among Democrats weaken the eventual nominee","The Democratic agenda is too important to be undercut by publicity stunts. Democratic candidates should welcome campaign spending from donors large and small, including Super PACs",1,0,0,0,1,"Persuade Trump voters",TRUE,TRUE,3,"Believe",1,1,1,0,FALSE,TRUE,"Suburb"
"261",TRUE,TRUE,"Northeast",0,48,1,"White","Independent","Liberal/Very Liberal",TRUE,1,"Bernie",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Long primary election campaigns ensure the strongest Democrats emerge to advance the party’s agenda","The Democratic agenda is too important to be undercut by wealthy interests. Democratic candidates should refuse help from Super PACs",1,1,0,1,0,"Motivate base",TRUE,TRUE,2,"Believe",0,0,1,0,FALSE,FALSE,"City"
"262",FALSE,TRUE,"South",0,46,1,"Black","Democrat","Liberal/Very Liberal",TRUE,2,"Warren",TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,"Long primary election campaigns among Democrats weaken the eventual nominee","The Democratic agenda is too important to be undercut by publicity stunts. Democratic candidates should welcome campaign spending from donors large and small, including Super PACs",0,0,0,1,0,"Motivate base",TRUE,TRUE,3,"Believe",0,1,1,0,FALSE,TRUE,"Suburb"
"263",TRUE,TRUE,"West",0,44,0,"Hispanic","Democrat","Liberal/Very Liberal",TRUE,1,"Biden",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,"Long primary election campaigns among Democrats weaken the eventual nominee","The Democratic agenda is too important to be undercut by wealthy interests. Democratic candidates should refuse help from Super PACs",0,0,1,0,0,"Motivate base",TRUE,TRUE,2,"Believe",0,1,0,0,FALSE,FALSE,"City"
"264",TRUE,FALSE,"Northeast",1,46,0,"Black","Democrat","Moderate",FALSE,0,"Biden",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,"Don't know","The Democratic agenda is too important to be undercut by publicity stunts. Democratic candidates should welcome campaign spending from donors large and small, including Super PACs",1,0,0,0,1,"Motivate base",FALSE,FALSE,1,"Presumption of innocence",0,0,0,0,FALSE,FALSE,"City"
"265",TRUE,TRUE,"West",1,29,1,"Other","Independent","Moderate",TRUE,1,"Other",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,"Long primary election campaigns among Democrats weaken the eventual nominee","Don't know",1,0,0,0,0,"Persuade Trump voters",FALSE,FALSE,7,"Presumption of innocence",0,0,0,0,FALSE,FALSE,"Rural or other"
"266",FALSE,FALSE,"West",0,59,1,"White","Independent","Moderate",TRUE,1,"Warren",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Long primary election campaigns among Democrats weaken the eventual nominee","The Democratic agenda is too important to be undercut by wealthy interests. Democratic candidates should refuse help from Super PACs",0,0,0,0,1,"Motivate base",TRUE,TRUE,4.25,"Believe",0,0,1,0,FALSE,FALSE,"Rural or other"
"267",TRUE,TRUE,"Northeast",0,67,0,"Black","Democrat","Liberal/Very Liberal",FALSE,0,"Bernie",TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,"Long primary election campaigns ensure the strongest Democrats emerge to advance the party’s agenda","Don't know",1,0,1,1,0,"Motivate base",FALSE,TRUE,2,"Presumption of innocence",0,1,0,0,TRUE,FALSE,"Rural or other"
"268",FALSE,TRUE,"Northeast",0,49,1,"Black","Democrat","Moderate",TRUE,1,"Other",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,"Long primary election campaigns ensure the strongest Democrats emerge to advance the party’s agenda","The Democratic agenda is too important to be undercut by publicity stunts. Democratic candidates should welcome campaign spending from donors large and small, including Super PACs",1,0,0,1,1,"Persuade Trump voters",TRUE,TRUE,5.5,"Presumption of innocence",1,0,0,0,FALSE,FALSE,"Suburb"
"269",FALSE,TRUE,"Midwest",1,49,0,"White","Independent","Moderate",FALSE,0,"Bernie",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,"Long primary election campaigns among Democrats weaken the eventual nominee","The Democratic agenda is too important to be undercut by publicity stunts. Democratic candidates should welcome campaign spending from donors large and small, including Super PACs",0,0,1,0,0,"Motivate base",TRUE,TRUE,2.5,"Presumption of innocence",0,0,0,0,FALSE,FALSE,"Suburb"
"270",FALSE,TRUE,"Northeast",0,52,1,"Black","Democrat","Moderate",TRUE,2,"Biden",TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,"Long primary election campaigns among Democrats weaken the eventual nominee","The Democratic agenda is too important to be undercut by wealthy interests. Democratic candidates should refuse help from Super PACs",1,0,0,1,0,"Persuade Trump voters",TRUE,FALSE,2.5,"Not sure",1,0,0,0,FALSE,FALSE,"City"
"271",TRUE,TRUE,"South",0,67,1,"Black","Democrat","Moderate",FALSE,0,"Other",TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,"Long primary election campaigns ensure the strongest Democrats emerge to advance the party’s agenda","The Democratic agenda is too important to be undercut by publicity stunts. Democratic candidates should welcome campaign spending from donors large and small, including Super PACs",1,1,1,1,1,"Motivate base",TRUE,TRUE,1.5,"Believe",1,0,0,0,FALSE,TRUE,"Suburb"
"272",TRUE,FALSE,"Midwest",0,60,1,"White","Democrat","Liberal/Very Liberal",TRUE,1,"Biden",TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,"Long primary election campaigns ensure the strongest Democrats emerge to advance the party’s agenda","The Democratic agenda is too important to be undercut by wealthy interests. Democratic candidates should refuse help from Super PACs",1,1,1,1,1,"Motivate base",TRUE,TRUE,2,"Believe",1,0,1,0,FALSE,TRUE,"Rural or other"
"273",TRUE,TRUE,"South",0,53,1,"Black","Democrat","Liberal/Very Liberal",TRUE,1,"Biden",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,"Long primary election campaigns ensure the strongest Democrats emerge to advance the party’s agenda","Don't know",1,0,1,0,1,"Motivate base",FALSE,FALSE,2.25,"Presumption of innocence",0,1,0,0,TRUE,FALSE,"City"
"274",TRUE,TRUE,"Northeast",0,39,1,"White","Democrat","Liberal/Very Liberal",TRUE,1,"Other",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,"Long primary election campaigns ensure the strongest Democrats emerge to advance the party’s agenda","The Democratic agenda is too important to be undercut by publicity stunts. Democratic candidates should welcome campaign spending from donors large and small, including Super PACs",1,0,0,0,0,"Persuade Trump voters",TRUE,FALSE,1,"Not sure",1,0,0,0,FALSE,TRUE,"Suburb"
"275",TRUE,TRUE,"South",0,25,0,"White","Republican","Conservative/Very conservative",FALSE,0,"Other",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"Long primary election campaigns ensure the strongest Democrats emerge to advance the party’s agenda","The Democratic agenda is too important to be undercut by publicity stunts. Democratic candidates should welcome campaign spending from donors large and small, including Super PACs",1,0,1,0,1,"Motivate base",TRUE,TRUE,4,"Presumption of innocence",1,0,0,0,FALSE,FALSE,"Rural or other"
"276",TRUE,TRUE,"Midwest",1,45,0,"Black","Independent","Moderate",FALSE,0,"Biden",TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,"Long primary election campaigns among Democrats weaken the eventual nominee","The Democratic agenda is too important to be undercut by wealthy interests. Democratic candidates should refuse help from Super PACs",1,0,1,0,1,"Motivate base",TRUE,FALSE,1.5,"Presumption of innocence",1,0,0,0,FALSE,TRUE,"Suburb"
"277",TRUE,FALSE,"South",0,59,0,"Black","Democrat","Liberal/Very Liberal",TRUE,2,"Biden",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,"Long primary election campaigns ensure the strongest Democrats emerge to advance the party’s agenda","The Democratic agenda is too important to be undercut by wealthy interests. Democratic candidates should refuse help from Super PACs",1,1,1,1,1,"Motivate base",TRUE,FALSE,1,"Believe",0,1,0,0,FALSE,TRUE,"Suburb"
"278",FALSE,TRUE,"West",1,36,1,"Other","Democrat","Liberal/Very Liberal",TRUE,1,"Biden",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,"Long primary election campaigns among Democrats weaken the eventual nominee","The Democratic agenda is too important to be undercut by publicity stunts. Democratic candidates should welcome campaign spending from donors large and small, including Super PACs",1,1,0,1,1,"Motivate base",TRUE,FALSE,3.25,"Not sure",0,1,0,0,TRUE,FALSE,"Suburb"
"279",TRUE,FALSE,"West",0,50,1,"Hispanic","Democrat","Liberal/Very Liberal",TRUE,1,"Biden",TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,"Long primary election campaigns ensure the strongest Democrats emerge to advance the party’s agenda","The Democratic agenda is too important to be undercut by publicity stunts. Democratic candidates should welcome campaign spending from donors large and small, including Super PACs",1,0,0,1,0,"Persuade Trump voters",TRUE,FALSE,1.75,"Believe",0,1,0,0,FALSE,TRUE,"Suburb"
"280",FALSE,TRUE,"South",1,32,0,"Hispanic","Democrat","Liberal/Very Liberal",TRUE,1,"Biden",FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,"Long primary election campaigns ensure the strongest Democrats emerge to advance the party’s agenda","The Democratic agenda is too important to be undercut by wealthy interests. Democratic candidates should refuse help from Super PACs",0,0,1,0,0,"Motivate base",TRUE,TRUE,3.25,"Presumption of innocence",0,0,1,0,TRUE,FALSE,"Suburb"
"281",FALSE,TRUE,"West",1,46,1,"White","Independent","Conservative/Very conservative",FALSE,0,"Other",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Long primary election campaigns ensure the strongest Democrats emerge to advance the party’s agenda","The Democratic agenda is too important to be undercut by wealthy interests. Democratic candidates should refuse help from Super PACs",1,0,0,0,1,"Persuade Trump voters",FALSE,FALSE,8.5,"Presumption of innocence",0,0,0,0,TRUE,FALSE,"Suburb"
"282",TRUE,TRUE,"Midwest",1,62,0,"White","Democrat","Liberal/Very Liberal",FALSE,0,"Biden",TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,"Don't know","The Democratic agenda is too important to be undercut by publicity stunts. Democratic candidates should welcome campaign spending from donors large and small, including Super PACs",0,1,0,0,0,"Persuade Trump voters",TRUE,TRUE,1.75,"Presumption of innocence",0,1,0,0,TRUE,TRUE,"Rural or other"
"283",TRUE,TRUE,"Midwest",1,61,0,"White","Independent","Liberal/Very Liberal",TRUE,2,"Pete",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,"Long primary election campaigns ensure the strongest Democrats emerge to advance the party’s agenda","The Democratic agenda is too important to be undercut by wealthy interests. Democratic candidates should refuse help from Super PACs",1,0,0,1,0,"Persuade Trump voters",TRUE,TRUE,2,"Not sure",0,1,1,1,FALSE,TRUE,"City"
"284",TRUE,TRUE,"Northeast",0,69,0,"White","Democrat","Moderate",TRUE,2,"Bernie",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Long primary election campaigns ensure the strongest Democrats emerge to advance the party’s agenda","Don't know",0,0,0,0,0,"Motivate base",TRUE,FALSE,3.75,"Presumption of innocence",0,0,0,0,FALSE,FALSE,"City"
"285",FALSE,FALSE,"West",0,70,0,"Hispanic","Democrat","Liberal/Very Liberal",TRUE,2,"Biden",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,"Long primary election campaigns among Democrats weaken the eventual nominee","The Democratic agenda is too important to be undercut by publicity stunts. Democratic candidates should welcome campaign spending from donors large and small, including Super PACs",1,0,0,1,1,"Motivate base",TRUE,TRUE,1.5,"Not sure",0,1,0,0,FALSE,TRUE,"Suburb"
"286",FALSE,FALSE,"South",1,67,1,"Black","Independent","Moderate",FALSE,0,"Warren",TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,"Long primary election campaigns ensure the strongest Democrats emerge to advance the party’s agenda","The Democratic agenda is too important to be undercut by publicity stunts. Democratic candidates should welcome campaign spending from donors large and small, including Super PACs",1,1,1,1,1,"Persuade Trump voters",FALSE,FALSE,1,"Presumption of innocence",1,0,0,0,FALSE,TRUE,"Rural or other"
"287",TRUE,FALSE,"Midwest",1,60,0,"White","Independent","Moderate",FALSE,0,"Biden",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"Long primary election campaigns among Democrats weaken the eventual nominee","The Democratic agenda is too important to be undercut by wealthy interests. Democratic candidates should refuse help from Super PACs",1,0,0,0,1,"Persuade Trump voters",FALSE,FALSE,6.25,"Presumption of innocence",1,0,0,0,FALSE,TRUE,"Rural or other"
"288",FALSE,FALSE,"South",0,46,0,"Black","Democrat","Moderate",FALSE,0,"Biden",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"Don't know","The Democratic agenda is too important to be undercut by publicity stunts. Democratic candidates should welcome campaign spending from donors large and small, including Super PACs",0,0,0,0,0,"Motivate base",FALSE,FALSE,5.5,"Not sure",0,1,0,0,FALSE,FALSE,"City"
"289",TRUE,FALSE,"South",0,73,0,"Hispanic","Democrat","Moderate",TRUE,1,"Biden",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,"Long primary election campaigns among Democrats weaken the eventual nominee","The Democratic agenda is too important to be undercut by wealthy interests. Democratic candidates should refuse help from Super PACs",1,0,1,1,1,"Motivate base",TRUE,TRUE,2.5,"Believe",1,0,0,0,TRUE,TRUE,"City"
"290",FALSE,TRUE,"South",1,73,1,"White","Democrat","Liberal/Very Liberal",TRUE,3,"Harris",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,"Long primary election campaigns ensure the strongest Democrats emerge to advance the party’s agenda","The Democratic agenda is too important to be undercut by publicity stunts. Democratic candidates should welcome campaign spending from donors large and small, including Super PACs",1,0,0,1,1,"Motivate base",TRUE,FALSE,1,"Believe",0,0,1,0,FALSE,TRUE,"Suburb"
"291",FALSE,TRUE,"West",0,76,0,"Hispanic","Democrat","Moderate",TRUE,1,"Other",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Long primary election campaigns ensure the strongest Democrats emerge to advance the party’s agenda","The Democratic agenda is too important to be undercut by wealthy interests. Democratic candidates should refuse help from Super PACs",1,1,1,1,1,"Persuade Trump voters",TRUE,FALSE,1,"Believe",1,0,0,0,FALSE,TRUE,"City"
"292",TRUE,FALSE,"Midwest",1,60,1,"White","Democrat","Moderate",FALSE,0,"Other",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,"Don't know","The Democratic agenda is too important to be undercut by wealthy interests. Democratic candidates should refuse help from Super PACs",0,0,1,0,1,"Don't know",FALSE,FALSE,7.75,"Presumption of innocence",1,0,0,0,FALSE,TRUE,"Rural or other"
"293",FALSE,FALSE,"Northeast",0,69,1,"White","Democrat","Liberal/Very Liberal",TRUE,3,"Warren",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Long primary election campaigns ensure the strongest Democrats emerge to advance the party’s agenda","The Democratic agenda is too important to be undercut by wealthy interests. Democratic candidates should refuse help from Super PACs",1,1,1,0,1,"Motivate base",TRUE,TRUE,2.25,"Believe",0,0,1,0,FALSE,TRUE,"Suburb"
"294",FALSE,FALSE,"Midwest",0,61,0,"Black","Democrat","Moderate",TRUE,1,"Biden",TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,"Don't know","The Democratic agenda is too important to be undercut by wealthy interests. Democratic candidates should refuse help from Super PACs",1,1,1,1,0,"Persuade Trump voters",FALSE,TRUE,5.75,"Presumption of innocence",1,0,0,0,FALSE,TRUE,"City"
"295",TRUE,FALSE,"Midwest",0,27,1,"Hispanic","Democrat","Moderate",FALSE,0,"Bernie",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Don't know","The Democratic agenda is too important to be undercut by publicity stunts. Democratic candidates should welcome campaign spending from donors large and small, including Super PACs",1,0,1,0,1,"Persuade Trump voters",TRUE,TRUE,5,"Believe",0,0,1,1,FALSE,FALSE,"City"
"296",FALSE,TRUE,"West",1,35,1,"White","Independent","Liberal/Very Liberal",TRUE,1,"Warren",TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,"Long primary election campaigns ensure the strongest Democrats emerge to advance the party’s agenda","The Democratic agenda is too important to be undercut by wealthy interests. Democratic candidates should refuse help from Super PACs",1,0,1,0,1,"Motivate base",TRUE,TRUE,1.5,"Believe",0,1,0,0,TRUE,TRUE,"Suburb"
"297",TRUE,TRUE,"Midwest",0,68,0,"White","Democrat","Moderate",TRUE,1,"Biden",TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,"Long primary election campaigns ensure the strongest Democrats emerge to advance the party’s agenda","The Democratic agenda is too important to be undercut by publicity stunts. Democratic candidates should welcome campaign spending from donors large and small, including Super PACs",1,0,0,1,0,"Motivate base",TRUE,TRUE,1,"Believe",1,0,0,0,FALSE,FALSE,"Suburb"
"298",FALSE,TRUE,"Midwest",1,68,0,"White","Independent","Moderate",FALSE,0,"Biden",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,"Long primary election campaigns among Democrats weaken the eventual nominee","The Democratic agenda is too important to be undercut by wealthy interests. Democratic candidates should refuse help from Super PACs",1,0,0,0,1,"Persuade Trump voters",TRUE,FALSE,2,"Believe",1,0,0,0,FALSE,TRUE,"Suburb"
"299",FALSE,TRUE,"West",1,45,0,"White","Democrat","Liberal/Very Liberal",TRUE,2,"Pete",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,"Don't know","Don't know",1,1,1,1,0,"Motivate base",TRUE,FALSE,1,"Presumption of innocence",0,1,1,0,FALSE,TRUE,"City"
"300",TRUE,TRUE,"Midwest",0,58,0,"Black","Democrat","Moderate",TRUE,1,"Bernie",FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,"Don't know","The Democratic agenda is too important to be undercut by publicity stunts. Democratic candidates should welcome campaign spending from donors large and small, including Super PACs",1,1,1,0,0,"Persuade Trump voters",FALSE,TRUE,1.5,"Presumption of innocence",0,1,0,0,FALSE,FALSE,"City"
"301",TRUE,TRUE,"South",0,53,0,"White","Independent","Moderate",TRUE,1,"Biden",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,"Long primary election campaigns among Democrats weaken the eventual nominee","The Democratic agenda is too important to be undercut by wealthy interests. Democratic candidates should refuse help from Super PACs",1,1,1,1,1,"Persuade Trump voters",TRUE,TRUE,4.25,"Presumption of innocence",1,0,0,0,FALSE,TRUE,"City"
"302",TRUE,TRUE,"Midwest",1,38,1,"White","Democrat","Liberal/Very Liberal",TRUE,2,"Warren",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,"Long primary election campaigns ensure the strongest Democrats emerge to advance the party’s agenda","The Democratic agenda is too important to be undercut by publicity stunts. Democratic candidates should welcome campaign spending from donors large and small, including Super PACs",1,0,0,0,0,"Motivate base",TRUE,FALSE,3.5,"Believe",0,1,1,0,FALSE,TRUE,"City"
"303",TRUE,TRUE,"South",0,29,1,"White","Independent","Liberal/Very Liberal",TRUE,1,"Warren",TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,"Don't know","Don't know",1,1,1,1,0,"Motivate base",TRUE,TRUE,4.5,"Presumption of innocence",0,1,1,1,FALSE,FALSE,"Rural or other"
"304",TRUE,FALSE,"Midwest",1,64,0,"Black","Independent","Conservative/Very conservative",TRUE,3,"Harris",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,"Don't know","Don't know",1,1,1,1,1,"Motivate base",FALSE,TRUE,4.25,"Presumption of innocence",0,0,0,0,FALSE,TRUE,"Suburb"
"305",FALSE,FALSE,"West",0,29,1,"White","Independent","Moderate",TRUE,1,"Warren",FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,"Long primary election campaigns ensure the strongest Democrats emerge to advance the party’s agenda","Don't know",0,0,0,1,0,"Motivate base",TRUE,TRUE,2.5,"Believe",0,0,1,0,FALSE,TRUE,"City"
"306",FALSE,FALSE,"West",0,29,1,"White","Independent","Moderate",FALSE,0,"Other",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,"Long primary election campaigns among Democrats weaken the eventual nominee","The Democratic agenda is too important to be undercut by publicity stunts. Democratic candidates should welcome campaign spending from donors large and small, including Super PACs",1,1,1,0,1,"Persuade Trump voters",FALSE,FALSE,4.25,"Presumption of innocence",1,0,0,0,TRUE,TRUE,"Rural or other"
"307",TRUE,TRUE,"Northeast",1,28,1,"White","Democrat","Liberal/Very Liberal",TRUE,1,"Warren",TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,"Don't know","The Democratic agenda is too important to be undercut by wealthy interests. Democratic candidates should refuse help from Super PACs",1,0,0,0,0,"Motivate base",TRUE,TRUE,1.5,"Not sure",0,0,1,0,FALSE,FALSE,"Suburb"
"308",TRUE,FALSE,"South",0,29,0,"Black","Democrat","Moderate",FALSE,0,"Other",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,"Long primary election campaigns among Democrats weaken the eventual nominee","The Democratic agenda is too important to be undercut by publicity stunts. Democratic candidates should welcome campaign spending from donors large and small, including Super PACs",0,0,0,0,0,"Persuade Trump voters",FALSE,FALSE,5.5,"Presumption of innocence",1,0,0,0,FALSE,FALSE,"Suburb"
"309",FALSE,FALSE,"Midwest",1,24,1,"White","Democrat","Liberal/Very Liberal",TRUE,3,"Warren",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Long primary election campaigns ensure the strongest Democrats emerge to advance the party’s agenda","The Democratic agenda is too important to be undercut by wealthy interests. Democratic candidates should refuse help from Super PACs",1,0,0,0,0,"Motivate base",TRUE,TRUE,1,"Believe",0,1,1,0,FALSE,TRUE,"City"
"310",FALSE,TRUE,"West",1,58,0,"Black","Democrat","Moderate",TRUE,2,"Other",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,"Don't know","The Democratic agenda is too important to be undercut by wealthy interests. Democratic candidates should refuse help from Super PACs",1,0,0,1,1,"Persuade Trump voters",TRUE,FALSE,2.5,"Not sure",0,1,0,0,FALSE,FALSE,"City"
"311",FALSE,TRUE,"Midwest",0,57,0,"White","Democrat","Liberal/Very Liberal",TRUE,2,"Biden",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"Long primary election campaigns ensure the strongest Democrats emerge to advance the party’s agenda","The Democratic agenda is too important to be undercut by publicity stunts. Democratic candidates should welcome campaign spending from donors large and small, including Super PACs",1,0,0,0,1,"Motivate base",TRUE,TRUE,1.5,"Believe",0,1,0,1,FALSE,TRUE,"City"
"312",FALSE,FALSE,"Northeast",0,63,0,"White","Democrat","Liberal/Very Liberal",TRUE,3,"Pete",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,"Don't know","The Democratic agenda is too important to be undercut by wealthy interests. Democratic candidates should refuse help from Super PACs",1,1,1,0,0,"Motivate base",TRUE,FALSE,1.75,"Believe",0,1,0,0,FALSE,TRUE,"Rural or other"
"313",TRUE,TRUE,"Midwest",0,73,1,"White","Democrat","Liberal/Very Liberal",TRUE,3,"Other",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,"Long primary election campaigns among Democrats weaken the eventual nominee","The Democratic agenda is too important to be undercut by publicity stunts. Democratic candidates should welcome campaign spending from donors large and small, including Super PACs",1,1,0,0,1,"Motivate base",TRUE,TRUE,1,"Believe",0,1,1,0,FALSE,TRUE,"City"
"314",FALSE,FALSE,"West",0,50,0,"Hispanic","Democrat","Conservative/Very conservative",FALSE,0,"Bernie",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Long primary election campaigns among Democrats weaken the eventual nominee","The Democratic agenda is too important to be undercut by publicity stunts. Democratic candidates should welcome campaign spending from donors large and small, including Super PACs",0,0,0,0,0,"Motivate base",FALSE,FALSE,5.5,"Presumption of innocence",0,0,0,0,FALSE,TRUE,"City"
